time phi1_2 psi1_2 phi2_3 psi2_3 phi3_4 psi3_4 omega3_4
348930.0 -1.382379 1.810052 -1.461792 2.100188 1.455086 -2.964051 2.85556
348940.0 -1.755265 1.632779 -1.360692 1.942284 1.222808 2.936 0.950208
348950.0 -1.304964 1.331147 -1.662933 2.351703 0.87513 -2.835844 -2.959423
348960.0 -1.435784 1.566842 -1.045216 1.961449 0.971058 -2.901769 1.13351
348970.0 -1.621424 1.526864 -1.020154 1.909009 1.234883 2.900843 1.062745
348980.0 -1.407578 0.777182 -1.276967 2.081754 1.524561 2.773336 1.205591
348990.0 -1.187799 1.532663 -1.253892 2.298204 1.169982 -3.032931 2.987592
349000.0 -1.30187 1.784707 -1.527379 2.363079 1.080437 3.122233 -3.113432
349010.0 -1.650384 1.450623 -1.325402 1.688266 1.086758 3.135994 0.995081
349020.0 -1.116144 1.961991 -1.192934 1.995629 1.034138 -3.008032 -3.12763
349030.0 -1.350118 1.995113 -1.207144 2.052781 1.198698 3.106963 -3.064203
349040.0 -1.217843 1.726538 -1.316447 1.139953 1.282551 3.042714 1.037963
349050.0 -1.532789 1.655693 -1.444425 1.639125 1.127012 -2.944204 1.088022
349060.0 -1.448677 1.848985 -1.64196 2.225517 1.046675 -3.055499 -2.931669
349070.0 -0.956038 -0.592522 -1.502455 2.270131 1.644026 -1.13914 -3.04683
349080.0 -1.104969 2.165848 -1.045181 2.173708 0.788463 -3.08569 3.072471
349090.0 -1.329636 1.820937 -1.004943 2.054115 1.173395 2.925973 3.023167
349100.0 -1.839538 1.350157 -1.375838 2.077346 1.305744 2.8611 1.156339
349110.0 -1.531527 1.522597 -1.453001 1.691484 1.446195 3.136371 0.849471
349120.0 -1.39964 1.520448 -1.174297 1.589154 1.469513 3.084596 1.18617
349130.0 -1.395875 1.277993 -1.176357 1.838478 1.191134 -3.094458 1.007272
349140.0 -1.74982 1.366159 -1.266205 2.175481 1.208982 -2.976574 0.798452
349150.0 -1.880275 1.56661 -1.55085 1.771717 1.241359 2.755301 -3.065176
349160.0 -1.603894 1.404748 -1.152745 1.762639 1.107665 -2.973218 0.70933
349170.0 -1.532736 1.636643 -1.387421 1.609151 1.411252 -2.711105 1.00973
349180.0 -1.618354 1.460636 -1.491934 2.032816 1.328446 -3.019982 3.021699
349190.0 -1.617845 1.623914 -1.456335 1.589204 1.270219 -3.068316 -3.021347
349200.0 -1.37903 1.981637 -1.357133 1.551825 1.297007 -2.946747 1.057924
349210.0 -1.247271 1.989427 -1.557107 1.455591 1.001872 3.117279 -2.946776
349220.0 -1.175493 1.960458 -1.333404 1.803455 1.291293 3.117018 0.857433
349230.0 -1.451382 1.890902 -1.721395 1.032476 0.74621 3.107003 3.014527
349240.0 -1.383346 2.019467 -1.023636 1.980101 1.461859 2.554922 3.030565
349250.0 -1.200387 1.832606 -1.472903 2.01653 1.203641 3.076912 3.064936
349260.0 -1.239448 1.594762 -0.981303 2.126097 1.189928 2.986941 0.869887
349270.0 -1.334437 2.094251 -1.376043 2.258496 1.104275 -3.017448 -2.871144
349280.0 -1.574198 1.029786 -1.486209 1.476903 1.322505 3.115779 -3.079103
349290.0 -1.594387 1.557874 -1.46111 1.828953 1.468347 2.573281 3.054363
349300.0 -1.497704 2.219359 -0.890288 1.928347 1.294226 3.14027 2.675846
349310.0 -1.254514 2.033798 -1.181513 1.960792 0.953004 2.811184 -3.112008
349320.0 -1.67643 2.054535 -1.402548 2.356999 1.263998 -2.988305 1.17436
349330.0 -0.856132 1.968793 -1.800884 1.879241 1.168841 -3.094411 0.87556
349340.0 -1.276919 2.152942 -1.483957 2.154946 1.217996 -2.884342 1.045202
349350.0 -1.972926 1.058847 -1.583761 1.409912 1.116253 3.11492 -2.95767
349360.0 -1.132757 2.176682 -1.070223 1.897522 0.975431 2.948638 1.175274
349370.0 -1.031242 1.807173 -0.988347 1.484669 1.156438 2.854671 1.0065
349380.0 -1.210861 1.894894 -1.398814 1.935945 1.302335 2.730866 1.259091
349390.0 -1.520302 0.891546 -1.582274 1.193684 0.787929 -3.074229 3.048632
349400.0 -1.005898 -0.527594 -1.211717 2.021798 1.020656 1.499907 2.944354
349410.0 -1.390974 1.507111 -1.549036 1.296797 0.86631 2.987278 -3.134751
349420.0 -1.685298 1.546353 -1.294193 2.149333 1.145321 3.085665 1.085223
349430.0 -1.241188 1.650019 -1.468678 1.899208 1.455703 3.092897 0.919372
349440.0 -1.723842 1.395534 -1.457758 1.761866 0.995066 3.094337 1.241168
349450.0 -1.907861 1.206666 -1.511406 1.70744 1.260955 3.001951 1.202578
349460.0 -1.621309 1.410292 -1.54692 1.466379 1.26119 -3.076196 1.103314
349470.0 -1.501124 1.134029 -1.426419 1.247725 1.221751 -3.069604 0.930831
349480.0 -1.108849 -0.715999 -1.478575 2.002323 1.161793 3.068109 3.12787
349490.0 -1.46332 1.886126 -1.188027 1.993864 1.261257 3.064281 3.098171
349500.0 -1.40376 0.974442 -1.666391 1.185817 1.17407 -3.122309 2.976696
349510.0 -1.922515 1.155086 -1.287676 1.596241 1.213053 1.007797 0.782079
349520.0 -1.732635 1.431267 -1.623133 2.320162 1.020166 3.034386 3.07321
349530.0 -1.776064 1.130749 -1.619032 1.996362 0.927634 2.950766 -3.112199
349540.0 -1.79935 1.11509 -1.494072 2.033798 1.06208 -3.025773 -2.866314
349550.0 -1.478907 1.56141 -1.74793 1.246224 1.195611 -2.900807 3.064643
349560.0 -1.490628 1.387981 -1.899532 1.926906 1.101344 3.059683 0.845323
349570.0 -1.463059 1.835624 -1.357046 2.052912 1.136011 2.854724 -3.1037
349580.0 -1.337164 1.765709 -1.328496 2.081973 1.143681 2.869569 -3.114933
349590.0 -1.254758 1.58723 -1.72298 1.099794 1.08081 -2.968439 3.123447
349600.0 -1.330856 2.107836 -1.06606 2.210279 1.052895 -3.000051 3.089642
349610.0 -1.540311 1.555795 -1.372515 1.843176 1.179648 2.539781 -2.884718
349620.0 -1.354567 1.984379 -1.275153 2.00453 1.282731 2.564588 2.967802
349630.0 -1.31128 1.899274 -1.023131 2.289939 1.121971 -2.882134 2.889243
349640.0 -1.182695 1.93747 -1.328832 1.998287 1.064022 -2.868293 -3.10388
349650.0 -1.176372 1.829226 -1.364343 2.15126 1.29494 -3.09218 3.067053
349660.0 -1.187513 1.962402 -2.470871 1.436848 1.374163 -2.93744 1.037696
349670.0 -0.879377 1.960676 -2.288808 1.519093 1.10845 2.921315 0.997343
349680.0 -1.126958 2.074791 -1.886046 1.515019 1.224647 2.647647 0.844129
349690.0 -1.092462 2.024508 -1.476203 2.042827 1.381048 -3.10934 3.107612
349700.0 -1.225165 1.900411 -1.219791 2.041157 1.275237 -3.119859 1.237701
349710.0 -1.008971 2.258019 -1.402341 2.151898 1.329233 -3.027514 1.011797
349720.0 -1.088374 2.195817 -1.112322 1.989196 1.049554 -2.953843 1.148426
349730.0 -1.138213 1.969393 -1.545329 1.806971 1.282032 -2.930683 3.060485
349740.0 -1.175679 2.43825 -1.414514 1.943278 0.893169 -2.837623 1.08731
349750.0 -1.241556 1.90474 -1.752635 1.81983 1.281981 3.05349 -2.889872
349760.0 -1.284176 2.039804 -1.316162 2.247805 0.995853 3.005774 -3.015689
349770.0 -1.448564 1.536462 -1.443796 1.616854 1.171412 3.117254 1.180776
349780.0 -1.665244 1.553758 -1.368484 1.865356 1.568821 3.114079 0.980196
349790.0 -1.456734 1.851833 -1.371067 1.939827 1.029782 -3.094241 0.91279
349800.0 -0.913669 1.779987 -1.472537 2.074268 0.896066 2.904195 -3.065224
349810.0 -1.42271 2.234801 -1.321632 2.131496 1.097907 -3.073869 1.183028
349820.0 -1.208794 1.601819 -1.241272 2.068634 1.016602 2.920806 3.128619
349830.0 -1.571658 1.789349 -1.602226 1.676211 1.028862 -2.826071 1.129812
349840.0 -1.518269 2.018578 -1.165057 1.942578 1.076377 3.140481 2.988151
349850.0 -1.654476 0.800674 -1.194274 1.834745 1.101808 2.953803 0.977791
349860.0 -1.284066 2.130534 -1.587708 2.314504 1.046874 -3.093545 -3.100642
349870.0 -1.307868 2.005814 -1.310171 2.153698 1.27713 -3.103951 -3.128239
349880.0 -0.996175 2.153598 -1.339317 1.530431 1.493628 -2.919539 0.994923
349890.0 -1.421513 2.280265 -1.33487 2.269074 0.938503 -2.923214 -2.993321
349900.0 -1.316647 1.848176 -1.455255 1.839022 1.251098 -3.072221 3.066743
349910.0 -1.439544 1.751598 -1.27783 1.932782 1.084151 3.015229 -3.103658
349920.0 -1.188066 2.295736 -1.004052 1.995425 1.497139 3.140774 1.363491
349930.0 -1.316938 1.7932 -1.47258 1.981035 1.251875 2.823986 0.90073
349940.0 -1.598457 1.625099 -1.226774 1.666 1.320481 1.084637 2.972573
349950.0 -1.392812 1.742086 -1.421074 1.660535 1.279513 -3.128263 0.886851
349960.0 -1.257568 1.838308 -1.14924 2.069948 1.046006 3.052113 1.204106
349970.0 -1.431281 1.589876 -1.188696 1.835659 0.954497 1.297337 3.030505
349980.0 -1.724291 1.739629 -0.972834 1.930399 1.055699 -2.934348 1.003394
349990.0 -1.036563 1.814551 -1.184008 2.002434 1.16693 -2.97129 0.895505
350000.0 -1.431552 1.714969 -0.985839 2.14716 1.292636 2.837824 0.916638
350010.0 -1.475694 1.240181 -1.113912 2.177615 0.967956 1.347219 2.94549
350020.0 -1.359515 2.464723 -1.521838 2.327427 1.327812 -3.089818 0.968022
350030.0 -0.910941 2.431214 -1.28617 1.687468 1.062561 3.048464 0.990788
350040.0 -1.553586 0.958992 -1.625323 1.432996 1.321086 -3.055001 1.274055
350050.0 -1.379101 2.148349 -1.119407 1.729763 1.327997 -2.911869 1.053449
350060.0 -1.636482 2.02389 -1.443122 2.021342 0.973419 -3.092866 1.047196
350070.0 -1.362821 2.193983 -1.260807 1.865515 1.168718 -3.121334 0.937469
350080.0 -1.566245 1.539875 -1.124374 1.853367 1.267408 2.927378 1.076445
350090.0 -1.654213 1.485171 -1.302843 1.857278 1.290902 2.859748 0.887102
350100.0 -1.313226 1.803556 -1.415155 1.810971 1.381129 3.043609 1.22289
350110.0 -1.884365 1.515118 -1.175755 1.92406 0.983615 2.736723 0.982164
350120.0 -1.681176 1.628939 -1.352283 2.044178 1.152356 3.137133 1.187828
350130.0 -1.492228 1.68263 -1.456079 2.074957 1.253276 -3.083504 1.013348
350140.0 -1.608886 1.447431 -1.494259 2.115349 1.261244 -3.116739 0.404838
350150.0 -1.680991 1.330768 -1.360562 1.997149 1.122169 3.073284 1.006747
350160.0 -1.570801 1.569189 -1.280706 2.158215 1.268361 1.985029 1.149924
350170.0 -1.502449 0.842613 -1.901313 1.485236 1.12744 -2.975985 0.996833
350180.0 -1.667782 1.30843 -1.839275 1.331392 1.169995 3.136764 1.161842
350190.0 -1.705418 1.197126 -1.268312 2.167362 0.582585 1.387301 0.9042
350200.0 -1.870558 1.535494 -1.329552 1.494896 1.180694 2.72408 0.83379
350210.0 -1.567701 1.494254 -1.252513 1.891685 1.149347 3.04285 1.067899
350220.0 -1.430005 1.63665 -0.962885 1.794082 1.19089 2.996264 1.124992
350230.0 -1.365792 1.377338 -1.131802 1.999385 0.831994 -2.934936 1.108269
350240.0 -1.755569 1.222967 -2.029849 1.658926 1.283537 -2.964457 -3.115907
350250.0 -1.616726 1.725844 -1.38824 2.287405 1.160242 3.11539 1.031476
350260.0 -1.745985 1.318327 -1.443626 0.819801 1.003987 2.966841 3.11523
350270.0 -1.757164 1.434153 -2.068925 1.648149 1.689623 2.967049 1.090037
350280.0 -1.79907 1.43038 -1.653778 1.270196 1.328572 -2.914745 1.290157
350290.0 -1.417025 2.082706 -1.491619 1.639738 1.471728 2.931546 1.144676
350300.0 -1.126161 -1.256672 -1.089362 -0.987424 1.204428 1.801066 0.839994
350310.0 -1.325743 2.263776 -1.515905 1.765419 1.33983 2.992295 0.84425
350320.0 -1.343252 2.39642 -1.268124 1.96243 1.317269 3.037874 1.111775
350330.0 -1.222317 2.167443 -1.627973 2.11464 1.196412 3.030671 0.945697
350340.0 -1.279513 2.100734 -1.547578 1.567071 1.10489 3.063649 -3.121793
350350.0 -1.373813 2.16063 -1.441872 1.518052 1.082774 2.677725 -2.992953
350360.0 -1.183114 1.58302 -1.469474 1.902343 1.055965 3.029363 -2.979301
350370.0 -1.672043 1.639977 -1.385066 2.220776 1.108961 -2.855291 3.135111
350380.0 -1.271622 2.086424 -1.378649 1.934943 0.984 2.585237 0.94135
350390.0 -1.257757 1.703603 -1.425694 2.150958 1.350953 -2.981309 2.990457
350400.0 -1.307165 2.025889 -1.087626 1.99819 1.325295 -2.976835 2.866711
350410.0 -1.061696 -0.755868 -1.760873 2.153188 1.210607 1.449192 -2.96349
350420.0 -1.252061 1.824702 -1.308539 2.368742 1.097703 2.938818 -3.107592
350430.0 -1.098699 -1.169985 -1.18005 1.787873 1.150873 1.515797 -2.83414
350440.0 -1.545883 -1.12274 -1.427818 1.858735 1.047218 1.539017 1.118755
350450.0 -1.239116 -0.778914 -1.480347 1.591129 1.224265 1.576523 0.732114
350460.0 -1.44491 1.145968 -1.308559 1.827949 0.970995 2.99793 -3.058912
350470.0 -1.476531 1.848789 -1.081007 1.784444 1.339294 -2.916889 0.933751
350480.0 -1.151402 2.078018 -1.463853 2.458596 1.033419 -3.066894 0.957679
350490.0 -1.002216 2.144663 -1.184107 2.077055 1.644543 3.123924 1.085362
350500.0 -1.767001 1.021006 -1.37501 1.890325 1.086869 -3.066796 3.083079
350510.0 -1.534963 1.336253 -1.41332 2.212564 1.09071 3.118262 -3.093034
350520.0 -1.195341 2.038196 -1.382105 1.79062 1.08793 2.851403 0.883932
350530.0 -2.263029 1.636204 -1.263159 1.649574 1.603646 1.571652 2.875088
350540.0 -1.342149 1.887431 -1.521072 2.440179 0.874121 -3.101896 0.999066
350550.0 -2.274319 1.591091 -1.077366 1.811657 1.144804 0.811441 -3.06619
350560.0 -1.950075 1.241907 -1.397857 1.905715 1.180191 2.251009 2.9494
350570.0 -1.764189 1.051523 -1.509259 2.083592 1.025685 1.331914 2.881946
350580.0 -1.125168 1.973501 -1.479523 1.70039 1.055648 3.023834 1.116357
350590.0 -1.27163 2.151865 -1.469998 1.646504 1.189387 3.091667 1.153068
350600.0 -1.174433 2.008084 -1.224944 1.823835 1.110182 3.111791 0.902455
350610.0 -1.155378 1.952993 -1.511995 -1.110423 1.267844 -3.000181 1.196068
350620.0 -1.854082 1.4869 -1.167684 1.791569 1.181723 2.944844 1.031728
350630.0 -1.605226 1.363501 -1.546277 1.669979 1.197481 1.370305 -3.047771
350640.0 -0.994486 1.703844 -1.149785 1.919675 0.999437 2.977141 1.12529
350650.0 -1.537085 1.493143 -1.666388 1.681685 1.256234 2.079397 2.9071
350660.0 -1.241544 1.708849 -1.508823 1.920436 0.944324 2.837229 0.966716
350670.0 -1.453787 2.014073 -1.451565 2.090078 1.345196 3.05323 1.104431
350680.0 -1.147641 -1.341253 -1.356937 1.763554 1.208633 -2.917086 1.229774
350690.0 -1.391621 -1.252784 -1.526311 1.896384 1.079235 3.081722 0.982451
350700.0 -1.426619 1.813569 -1.24247 1.73733 1.212708 3.080821 1.066036
350710.0 -0.948656 2.274032 -1.525474 1.450423 1.428928 2.874635 0.770905
350720.0 -1.314193 1.878868 -1.508411 1.980182 1.256517 3.128346 1.269285
350730.0 -1.361913 2.010606 -1.27101 1.891202 0.949475 3.129854 0.786462
350740.0 -1.183874 1.887381 -1.081687 1.928264 1.289954 2.829692 3.009934
350750.0 -1.595148 2.105275 -1.307755 1.880503 0.809708 2.721836 0.862048
350760.0 -1.248388 2.486443 -1.139173 2.067735 0.791589 2.958169 -3.09089
350770.0 -1.248839 1.961362 -1.385419 1.866664 1.141915 -2.880884 1.141511
350780.0 -1.249819 2.31187 -1.59991 1.984873 1.182436 2.829695 0.666359
350790.0 -1.448245 2.258903 -1.510197 1.945315 0.955179 3.114212 0.99517
350800.0 -1.272271 2.284246 -0.832318 1.866891 1.141347 2.99393 0.976978
350810.0 -1.40667 -0.729835 -1.316975 1.810398 1.215382 2.73538 -3.029472
350820.0 -1.220626 2.238542 -1.182468 2.230535 1.273366 2.858164 1.367412
350830.0 -1.413706 1.893857 -1.303491 2.216804 0.882115 2.924947 1.107075
350840.0 -1.482161 -1.193803 -1.513604 1.745859 1.022638 2.880773 -3.054121
350850.0 -1.592711 -1.216443 -1.522755 2.307933 0.983985 -2.884032 -3.038486
350860.0 -1.674518 -0.634265 -1.367683 2.465489 1.446673 3.052904 3.016191
350870.0 -1.378727 1.75075 -1.559171 1.42669 1.266603 2.937749 -3.049517
350880.0 -1.374324 1.713856 -1.326775 1.836566 1.293905 -3.047489 1.183038
350890.0 -1.447464 -1.431733 -1.163475 1.762398 1.028423 2.961649 3.058778
350900.0 -1.056824 2.299117 -1.161918 2.01293 1.129954 3.123305 3.104137
350910.0 -1.221569 1.847872 -1.289291 1.486959 1.148628 -3.033135 0.953598
350920.0 -1.428064 2.390599 -1.208014 1.402409 1.452629 -3.104278 0.965328
350930.0 -1.169192 2.32294 -1.214982 2.064062 0.939903 -3.087061 2.980469
350940.0 -1.378943 1.752734 -1.153016 1.980015 1.220856 -2.863894 0.730349
350950.0 -0.893666 -0.805957 -0.746747 1.774847 1.354588 3.07678 0.813051
350960.0 -1.233237 2.358936 -1.453106 1.782928 1.413696 -3.026856 0.849098
350970.0 -1.381943 1.955881 -1.183683 2.200096 0.890192 3.065678 3.102475
350980.0 -1.439494 1.949938 -1.381449 1.911551 1.08249 -3.042899 0.875597
350990.0 -1.168204 1.882491 -1.583686 2.281159 1.188889 1.73432 0.730505
351000.0 -0.76779 2.411693 -1.332351 1.733942 1.106671 -2.846756 2.853874
351010.0 -1.108437 2.236004 -1.622849 1.979594 1.457535 -3.070854 3.049652
351020.0 -1.139485 2.375364 -1.431077 1.866711 1.118865 -2.970796 -3.097331
351030.0 -1.438663 1.93237 -1.585085 1.466102 1.23702 2.813629 -3.06836
351040.0 -1.334284 1.872225 -1.718069 1.554803 1.695139 -3.071817 3.013245
351050.0 -1.180785 2.077215 -1.014639 2.28317 0.986193 2.830918 1.069423
351060.0 -1.158942 1.761962 -1.447187 1.553942 1.425005 -3.068314 3.063145
351070.0 -0.995447 1.952179 -1.500236 1.71257 1.342406 2.793646 3.075455
351080.0 -1.537789 1.426047 -1.086772 2.050086 1.183794 3.115802 1.015811
351090.0 -1.366053 1.37781 -1.076979 2.064064 1.252623 2.950345 1.238321
351100.0 -0.996526 2.012402 -1.783254 1.522588 1.280199 -2.849002 -3.072597
351110.0 -1.526422 1.964364 -1.492979 1.81131 1.129809 -2.970627 0.989182
351120.0 -1.567199 1.57042 -1.437613 1.849153 0.942807 3.033568 -3.12113
351130.0 -1.239369 2.097802 -1.445381 1.639556 0.971563 -3.098385 -3.100103
351140.0 -1.145017 2.235925 -1.412395 1.482256 1.061082 3.081943 3.097413
351150.0 -1.207332 2.240795 -0.911123 2.011212 1.028003 2.806371 1.029496
351160.0 -1.60392 1.508312 -1.336542 2.079099 0.970753 3.007929 0.976171
351170.0 -1.051918 1.919939 -1.291098 2.024496 1.129188 -2.968886 1.193101
351180.0 -1.205492 1.924397 -1.403763 1.906243 1.285989 -3.119909 1.316123
351190.0 -1.58814 1.849494 -1.313398 1.945247 1.246198 -3.084871 1.132747
351200.0 -1.456292 1.843457 -1.168187 1.810935 1.462864 2.918935 0.889799
351210.0 -1.908026 1.554904 -1.346098 1.818166 1.165129 -3.106371 0.83506
351220.0 -1.88011 1.32698 -1.226249 1.997037 1.256718 -2.962065 1.195327
351230.0 -1.600448 1.850918 -1.420327 2.377851 1.394063 -3.116308 0.944129
351240.0 -1.197674 2.208623 -1.52611 1.752427 1.135781 3.135393 0.988613
351250.0 -1.258556 2.240533 -1.084523 1.831036 1.299737 -2.946688 0.952701
351260.0 -1.288544 2.289489 -1.526818 1.794144 0.9766 3.132174 1.017946
351270.0 -1.776198 1.236941 -1.380551 1.81337 1.252237 -2.940472 1.156976
351280.0 -1.959869 1.173866 -0.920858 1.908277 1.282055 3.098993 1.034956
351290.0 -1.346302 2.214521 -1.355089 1.920195 1.080573 2.941951 1.040625
351300.0 -1.062027 1.915959 -1.480458 1.713885 1.112084 -2.951946 1.304789
351310.0 -1.336098 2.261785 -1.615269 1.892608 0.961528 2.729802 0.880602
351320.0 -1.118406 1.875628 -1.521402 1.836087 0.977767 3.127498 1.091347
351330.0 -1.354543 1.752276 -1.232993 1.906988 0.886185 -2.906795 0.875403
351340.0 -1.547338 1.840152 -1.250932 1.875713 1.354076 -3.085797 0.909246
351350.0 -1.301514 1.864202 -1.280093 2.021115 0.988849 -3.0317 0.862098
351360.0 -1.081917 1.816713 -1.497454 2.125789 1.164968 -2.780557 0.830086
351370.0 -1.331007 2.418708 -1.441357 2.116683 1.053654 -3.095982 1.046763
351380.0 -0.858249 2.145626 -1.302164 2.068792 1.010053 2.866444 0.861799
351390.0 -1.283473 2.594632 -1.270414 1.697649 1.010296 3.139405 1.118329
351400.0 -1.499385 2.089477 -1.347517 1.952926 1.358179 -3.010211 1.170348
351410.0 -1.121318 1.992145 -1.134304 1.579865 1.552285 -2.924776 1.024723
351420.0 -1.721486 1.347239 -1.074657 -0.571509 1.155954 3.00163 0.703819
351430.0 -1.063121 1.863919 -1.471107 2.347099 1.200566 -2.986145 0.830623
351440.0 -1.411926 1.686406 -1.483594 -0.995976 1.361304 -2.998178 1.090735
351450.0 -1.395591 2.151278 -1.361124 1.898447 1.045198 -3.059706 0.915705
351460.0 -1.306435 1.970066 -1.154233 2.193115 1.385695 3.068542 0.961848
351470.0 -1.329948 2.084802 -1.526094 1.796726 1.330531 -3.051579 0.754747
351480.0 -1.448961 1.902417 -1.428041 2.184561 1.221424 -3.063888 0.629886
351490.0 -1.249172 2.138845 -1.381012 2.05671 1.341282 2.939564 0.856829
351500.0 -1.432519 1.880827 -1.732938 1.626596 1.075647 -3.099568 0.86992
351510.0 -1.461506 1.985161 -1.557452 2.069639 1.264184 -2.962862 0.892683
351520.0 -1.229479 2.193391 -1.394583 1.990409 1.288382 -3.140077 1.103351
351530.0 -1.436024 1.924625 -1.642001 1.446668 1.16736 -2.941549 -3.005111
351540.0 -1.375961 2.274288 -1.497206 1.649697 1.164206 -2.970623 1.114949
351550.0 -1.822449 1.290146 -1.384432 1.760596 1.243707 -2.733301 0.981855
351560.0 -1.427655 1.728835 -1.682485 1.304238 1.352766 3.032111 0.890628
351570.0 -1.272771 2.102864 -1.449514 1.48932 1.128953 3.092953 1.091314
351580.0 -1.350138 2.071418 -1.605204 1.459518 0.972219 3.082478 0.919542
351590.0 -1.784058 1.283416 -1.874889 2.051184 1.234159 -3.031816 1.001983
351600.0 -1.435434 1.713347 -1.663827 2.007039 1.104603 -3.010019 -3.026028
351610.0 -1.725286 1.290792 -1.421776 1.768538 1.101248 3.124433 0.730946
351620.0 -1.20097 1.921766 -1.37394 1.75169 1.255934 3.112174 0.942318
351630.0 -1.233021 2.090676 -1.307653 1.993953 1.272471 -2.990675 0.893956
351640.0 -1.091282 2.185747 -1.231936 1.871088 1.400077 3.07927 1.038388
351650.0 -1.541778 0.926182 -1.470546 1.851465 1.169815 -3.001496 3.120106
351660.0 -1.441388 1.725492 -1.663599 1.971988 1.425592 -2.97129 0.888003
351670.0 -1.574594 1.097129 -1.038086 1.80686 1.269029 2.824885 3.104583
351680.0 -1.030996 2.112728 -1.675762 1.279972 0.992707 2.856319 1.002803
351690.0 -1.415454 2.030062 -1.846314 1.028898 1.309512 -3.108808 0.542202
351700.0 -1.552883 1.438057 -1.74218 1.244748 1.251897 -2.857297 2.851218
351710.0 -1.161245 -0.260398 -1.250937 1.303225 1.019361 2.352693 -2.882235
351720.0 -0.908098 -0.932545 -1.756099 1.541572 1.346745 -3.11654 3.121728
351730.0 -1.504488 1.596614 -1.742608 1.606178 1.347333 3.125641 0.981471
351740.0 -1.162108 -0.453185 -1.238313 1.924806 1.167158 -3.13317 3.021551
351750.0 -1.332593 -0.851894 -1.135332 2.108891 1.00555 -3.059306 3.040899
351760.0 -1.740563 -1.070426 -1.537918 1.906477 1.259112 -3.109715 2.924135
351770.0 -1.288395 1.839917 -1.530167 2.50286 1.083885 -3.068604 1.299451
351780.0 -1.765958 -0.971446 -1.772763 2.422487 1.260869 -3.08012 -3.056522
351790.0 -1.427011 1.900019 -2.384585 1.681478 1.059503 -2.998905 0.910966
351800.0 -1.139017 2.204069 -1.238532 1.662103 1.418484 -3.042266 1.109077
351810.0 -1.556783 -1.23275 -1.92354 1.710289 1.00683 -3.136982 3.023675
351820.0 -1.662015 1.683549 -1.576882 1.556626 1.077142 3.08466 1.031252
351830.0 -1.576466 1.265648 -1.652113 1.056235 1.152781 -2.958545 -2.924103
351840.0 -1.366815 1.972584 -1.08719 1.780601 1.14878 -2.997003 1.371081
351850.0 -0.967237 2.204451 -1.139078 1.88854 1.50576 3.097882 0.839448
351860.0 -1.153812 -0.477069 -1.685644 0.660101 1.178285 -2.894041 -2.952207
351870.0 -1.017245 2.211288 -1.444549 1.054841 1.787255 1.240673 1.129868
351880.0 -1.021324 2.251643 -1.366689 2.171189 1.145233 -2.900326 1.169116
351890.0 -1.285186 1.975948 -0.95076 1.887686 1.388456 -3.051537 0.870165
351900.0 -1.308084 2.36429 -0.979966 1.958292 1.159703 2.978924 0.90103
351910.0 -0.848074 -0.353179 -1.460869 0.355201 1.306365 -2.825552 -2.888727
351920.0 -1.59973 1.424343 -1.365921 1.971738 1.110313 -3.061182 1.087996
351930.0 -1.64059 1.427759 -1.312569 1.46289 1.343458 -2.953152 1.054505
351940.0 -1.560067 1.870683 -1.513897 1.769265 1.28581 -3.081107 0.959483
351950.0 -1.186598 2.131401 -1.788095 1.585516 1.050764 2.955284 0.924354
351960.0 -1.366897 1.257897 -0.870335 -0.41631 1.356481 2.873258 -2.814873
351970.0 -1.45617 1.275603 -1.230653 2.032454 1.282053 3.006686 0.893618
351980.0 -1.371757 1.720495 -1.556995 1.757216 1.187472 -2.919927 0.636597
351990.0 -1.608941 1.370691 -1.533885 1.741817 1.122459 3.024728 0.73723
352000.0 -1.466278 1.81613 -1.445771 2.322913 1.393656 -3.073864 0.953299
352010.0 -1.746009 1.451237 -1.03933 2.171858 1.327607 -2.891055 0.799213
352020.0 -1.821092 1.351962 -1.535951 1.944877 1.510611 -2.750883 0.670773
352030.0 -1.812546 1.795697 -1.35749 1.646932 1.208919 -3.113823 1.02972
352040.0 -1.47076 1.60451 -1.310741 2.03484 1.326098 -3.023214 1.020073
352050.0 -1.264814 2.005709 -1.106433 1.95603 1.052484 2.978555 0.996603
352060.0 -1.1391 2.082644 -1.092424 1.858523 1.380838 -2.819146 1.128284
352070.0 -1.50635 1.334519 -1.799263 1.581638 1.603057 -3.093477 1.047015
352080.0 -1.425608 1.877885 -1.307178 1.838077 1.106056 3.084027 0.792762
352090.0 -1.848621 1.165594 -1.48263 1.259237 1.216676 -3.104395 2.904708
352100.0 -1.126859 2.292884 -1.510344 2.340415 0.976982 2.808974 0.95355
352110.0 -1.458581 1.985908 -1.208209 2.31617 1.123787 -2.944363 1.338398
352120.0 -1.183196 2.212396 -1.062243 1.918301 1.401933 3.125977 0.740454
352130.0 -1.381408 2.36043 -1.486323 1.791268 1.046453 2.894063 0.791707
352140.0 -1.260864 2.231937 -1.917104 1.59629 2.082122 2.831329 0.888331
352150.0 -1.096288 2.578727 -1.196376 2.156421 1.285295 2.895189 0.932701
352160.0 -1.433298 2.169279 -1.158101 2.121331 1.219619 -3.033518 0.999236
352170.0 -2.097438 1.308572 -1.030932 2.088416 0.964524 1.522647 0.800691
352180.0 -1.104965 2.229685 -1.375939 2.472495 1.17225 2.984945 0.836132
