time phi1_2 psi1_2 phi2_3 psi2_3
1190.0 -1.550935 -2.887454 -1.431711 -2.641131
1200.0 -1.568485 -2.673192 -1.295533 -2.858717
1210.0 -1.182522 -2.481197 -1.384722 -2.647834
1220.0 -1.821548 -2.723298 -1.749076 -2.628695
1230.0 -1.043848 -2.585127 -1.525192 -2.783123
1240.0 -1.926153 -2.825289 -1.84593 -2.753617
1250.0 -1.535974 -2.951374 -1.488374 -2.659259
1260.0 -0.955759 -2.529997 -1.294333 -2.819882
1270.0 -1.179979 -2.163244 -1.388125 3.123149
1280.0 -1.423818 -2.865744 -1.663219 -2.757857
1290.0 -1.229294 -2.637549 -1.38313 -2.659474
1300.0 -1.37438 -2.319906 -1.570616 3.05149
1310.0 -1.271171 -2.515909 -1.237707 -2.146749
1320.0 -0.934889 -2.49758 -1.5739 -2.74649
1330.0 -1.520532 -2.376044 -1.406015 -2.772277
1340.0 -1.13632 -2.301368 -0.778815 -2.19696
1350.0 -0.984606 -2.484612 -0.600805 -2.457317
1360.0 -1.54161 -2.405115 -1.536217 -2.437062
1370.0 -1.257527 -2.709706 -1.577393 -2.892506
1380.0 -1.155783 -2.45527 -1.183249 -2.074477
1390.0 -1.285718 -2.057768 -0.839473 -2.426003
1400.0 -1.205976 -2.234845 -1.381746 -2.422209
1410.0 -1.344599 -2.415652 -1.7345 -2.859756
1420.0 -1.252116 -2.718202 -1.318101 -2.794779
1430.0 -1.154111 -2.276009 -1.381594 -2.483138
1440.0 -1.201273 -2.056228 -1.385385 3.102078
1450.0 -1.194939 -2.042421 -1.392932 -2.7273
1460.0 -1.437842 -2.50453 -0.939786 -2.016304
1470.0 -1.321995 -2.399375 -1.187116 -2.11818
1480.0 -1.370448 -2.904211 -1.101223 -2.084654
1490.0 -1.715212 -2.737821 -1.284586 -2.622546
1500.0 -1.543931 -2.881348 -1.266267 -2.133853
1510.0 -1.387857 -2.730755 -1.074786 -2.719902
1520.0 -1.725126 -2.60187 -1.367573 -2.439142
1530.0 -1.018529 -2.580259 -1.476851 0.649224
1540.0 -0.94612 -2.495568 -1.013316 -1.830065
1550.0 -1.140115 -1.901927 -1.204367 -1.506897
1560.0 -1.101623 -2.409294 -1.162179 -1.603347
1570.0 -1.185155 -2.812538 -1.689535 0.840705
1580.0 -1.206098 -2.787347 -1.45011 -2.729765
1590.0 -1.377282 -2.531291 -1.13841 -2.661797
1600.0 -0.488553 -2.330196 -1.037927 -2.30444
1610.0 -1.567337 2.98293 -1.268531 -2.065265
1620.0 -0.838682 -2.468123 -1.09611 -1.61258
1630.0 -0.949882 -2.472673 -1.446081 -2.1531
1640.0 -1.549937 -3.020761 -1.517575 -1.987993
1650.0 -1.407068 -2.140224 -1.340406 -2.113747
1660.0 -0.771611 -2.537421 -0.990914 -2.51733
1670.0 -1.17717 -2.717942 -1.469613 -1.867431
1680.0 -1.809778 -2.895712 -1.532065 -2.451466
1690.0 -1.244856 -2.310607 -1.397217 -2.651932
1700.0 -1.381052 -2.414801 -1.147885 -2.478559
1710.0 -1.376587 -2.636114 -0.902789 -2.379144
1720.0 -1.271698 -2.500199 -1.378604 -1.876606
1730.0 -1.094693 -1.974597 -1.213982 -2.524464
1740.0 -1.467156 -2.24382 -1.469895 -2.596872
1750.0 -1.397597 -1.950096 -1.410714 -3.017042
1760.0 -1.04846 -2.556893 -1.175133 -2.056734
1770.0 -1.38154 -2.398635 -1.311957 -1.983662
1780.0 -1.217781 -2.786844 -1.782693 -1.859147
1790.0 -0.854154 -2.19128 -1.248654 -1.941072
1800.0 -1.345686 -2.545464 -1.204153 -1.986844
1810.0 -1.163553 -2.544721 -0.979228 -2.237645
1820.0 -1.231222 -2.288151 -1.172533 -1.933004
1830.0 -1.210196 -2.350609 -1.075059 -1.7672
1840.0 -1.356134 -2.94164 -1.179792 -1.721873
1850.0 -0.676 -2.401674 -1.24586 -2.432202
1860.0 -0.703084 -2.46042 -1.5096 -2.041066
1870.0 -1.097857 -2.722751 -1.607219 -3.132351
1880.0 -1.421257 -1.745818 -1.58959 -1.926809
1890.0 -1.128453 -2.174033 -1.240402 -2.18423
1900.0 -1.319661 -1.953239 -1.321718 -2.813752
1910.0 -1.173067 -2.262187 -1.284886 -2.932418
1920.0 -1.364819 -2.81064 -1.578504 -2.796728
1930.0 -1.481675 -2.346702 -1.686657 -2.94455
1940.0 -1.066376 -2.569027 -1.715566 -2.78952
1950.0 -0.920442 -1.822837 -1.742083 -2.837166
1960.0 -1.35501 -1.969238 -1.075978 -1.981985
1970.0 -1.208892 -2.241172 -1.484397 -2.432318
1980.0 -1.613348 -2.766116 -1.224886 -1.799765
1990.0 -1.049371 -2.112236 -1.436033 -2.699409
2000.0 -1.006006 -2.359356 -1.26133 -1.864195
2010.0 -0.989462 -2.268369 -1.152886 -2.353537
2020.0 -1.000764 -2.383421 -1.581426 -2.865604
2030.0 -0.790217 -2.291983 -1.703933 -2.624271
2040.0 -0.983101 -2.319595 -1.174782 -3.051583
2050.0 -1.222015 -2.390921 -1.289436 -2.722546
2060.0 -1.255703 -2.351368 -0.868544 -2.28906
2070.0 -1.152524 -2.038249 -1.068426 -2.553908
2080.0 -1.11774 -2.28662 -0.937764 -2.182577
2090.0 -0.92656 -2.287155 -1.366275 -2.401397
2100.0 -1.331091 -2.148875 -1.230587 -1.888939
2110.0 -1.538913 -2.051741 -1.201072 -2.649764
2120.0 -1.297999 -2.262616 -1.002576 -1.711853
2130.0 -0.993426 -2.181727 -1.230291 -2.032666
2140.0 -1.017112 -2.34645 -1.602615 -2.946257
2150.0 -1.286124 -2.378606 -1.278522 -1.81394
2160.0 -1.205052 -2.346445 -0.949781 -2.48278
2170.0 -1.299247 -2.095764 -1.081991 -2.289174
2180.0 -1.252585 -2.487514 -1.517492 -1.893412
2190.0 -1.105783 -2.355113 -0.949763 -2.338925
2200.0 -1.262923 -2.387266 -1.191969 -1.587175
2210.0 -1.216046 -2.496807 -1.004302 -1.83164
2220.0 -1.169594 -1.865262 -1.408537 -2.570913
2230.0 -1.203291 -2.496142 -1.354417 -2.03676
2240.0 -1.227539 -2.237214 -1.594904 -3.068557
2250.0 -1.08402 -2.184762 -1.649153 -2.839408
2260.0 -1.54769 -2.73891 -1.348464 -2.71482
2270.0 -1.192506 -2.300402 -1.289915 -2.467234
2280.0 -1.237235 -2.225481 -1.549319 -2.522163
2290.0 -0.931673 -2.319314 -1.548183 -2.84753
2300.0 -1.352647 -2.507396 -1.563636 -2.528888
2310.0 -1.180088 -2.177739 -1.862544 -1.834523
2320.0 -1.245942 -2.336396 -1.394424 -1.607641
2330.0 -1.472804 -2.291991 -1.401776 -2.649751
2340.0 -1.145309 -2.449135 -1.256637 -2.655282
2350.0 -1.38704 -2.261281 -1.50134 -2.87681
2360.0 -1.107267 -2.218546 -1.564858 -2.915312
2370.0 -1.870563 -2.825023 -1.213607 -1.734953
2380.0 -1.045726 -2.947456 -1.466467 -3.000959
2390.0 -0.921722 -2.084513 -0.952863 -1.842428
2400.0 -1.398979 -2.922896 -1.137171 -2.225353
2410.0 -1.220453 -2.463885 -1.432472 -2.991104
2420.0 -1.519681 -2.614289 -1.163796 -2.001302
2430.0 -0.991722 -2.205745 -1.651974 -1.991702
2440.0 -0.786017 -2.606962 -0.891952 -1.870866
2450.0 -1.372159 -2.187179 -1.208679 -1.752995
2460.0 -1.073136 -2.553858 -1.228287 -1.831711
2470.0 -1.357681 -2.448629 -0.977163 -2.660351
2480.0 -1.151031 -2.425529 -1.414997 -2.166501
2490.0 -1.154315 -2.716056 -1.612656 -1.720835
2500.0 -1.067851 -2.172547 -1.526308 -1.722358
2510.0 -1.164343 -2.197727 -1.200782 -2.128753
2520.0 -1.530174 -2.519535 -1.453206 -2.833748
2530.0 -1.065929 -3.118119 -1.125168 -0.903582
2540.0 -1.347793 -2.476338 -1.750449 2.997608
2550.0 -1.274025 -2.353997 -1.138115 -1.857352
2560.0 -1.408318 -2.489428 -1.693128 -2.308406
2570.0 -1.023588 -2.192598 -1.177024 -1.775813
2580.0 -1.441594 -2.658438 -0.979112 -2.174702
2590.0 -1.238927 -1.987716 -1.289543 -2.012941
2600.0 -1.233852 -1.881664 -1.294445 -2.869742
2610.0 -1.703523 3.030389 -1.461334 -2.43155
2620.0 -1.197928 -2.245802 -1.657495 -1.59139
2630.0 -1.490261 -2.967563 -1.351554 -2.364462
2640.0 -1.318868 -2.423326 -1.608506 -2.974734
2650.0 -1.37584 -2.917326 -1.587925 -2.795941
2660.0 -1.316335 -2.045084 -1.683033 -2.677999
2670.0 -1.169063 -2.360237 -1.277847 -2.74155
2680.0 -1.143708 -2.533705 -1.448413 -2.656606
2690.0 -1.123368 -2.52431 -1.244466 -2.876373
2700.0 -1.187653 -2.286063 -0.882824 -2.44747
2710.0 -1.264752 -2.39743 -1.01338 -2.241017
2720.0 -1.433917 -2.447322 -1.167219 -1.85531
2730.0 -0.983581 -2.244617 -1.584612 -1.712031
2740.0 -1.478626 -2.82811 -1.70892 -2.776004
2750.0 -1.327625 -2.125004 -1.822912 -1.617297
2760.0 -0.708196 -2.393362 -0.979488 -2.097259
2770.0 -1.348876 -1.777781 -1.522122 -1.915395
2780.0 -1.224796 -2.403764 -1.430929 -1.834398
2790.0 -1.392001 -2.41959 -0.770926 -2.419556
2800.0 -1.274536 -2.505022 -0.874563 -2.421928
2810.0 -1.333398 -2.893597 -1.320101 -2.115237
2820.0 -1.453574 -2.371002 -1.467575 -1.829342
2830.0 -1.677196 -2.534762 -1.447855 -1.614512
2840.0 -1.285062 -2.517781 -1.467044 -1.810291
2850.0 -1.511895 -2.593586 -1.534672 -2.827351
2860.0 -1.533958 -2.515504 -1.369504 -2.185195
2870.0 -1.50306 -2.386118 -0.91728 -2.544501
2880.0 -1.375502 -2.703189 -1.258426 -2.264657
2890.0 -1.2492 -2.181303 -1.162783 -2.402931
2900.0 -0.999868 -2.373073 -1.44888 -2.50949
2910.0 -1.552132 -2.432347 -1.034004 -2.39873
2920.0 -1.543516 -2.692692 -0.467204 -2.405145
2930.0 -1.470354 -3.137057 -0.872352 -2.094347
2940.0 -1.505801 -2.595131 -1.549225 -1.989175
2950.0 -1.453867 -2.637601 -1.351151 -1.756871
2960.0 -0.89362 -2.350847 -1.215042 -2.485168
2970.0 -1.05772 -2.439184 -1.480259 -2.896425
2980.0 -1.307643 -3.037454 -1.55931 -2.59494
2990.0 -1.048822 -2.227083 -1.57465 -2.559429
3000.0 -1.169858 -2.207881 -1.547049 -3.135367
3010.0 -1.183578 -1.995321 -1.675579 -3.068583
3020.0 -1.202679 -2.487685 -1.03406 -1.823254
3030.0 -1.219124 -2.169947 -0.890843 -2.578622
3040.0 -1.241925 -2.307313 -1.282896 -2.361161
3050.0 -0.823506 -2.026149 -1.331245 -2.170232
3060.0 -1.118434 -2.624582 -1.216233 -2.455128
3070.0 -1.324259 -2.437254 -1.274623 -2.879132
3080.0 -1.430875 -2.415978 -1.277785 -2.91902
3090.0 -1.331871 -2.476406 -1.587599 -2.873794
3100.0 -1.439948 -2.404147 -1.543155 -2.757278
3110.0 -0.911957 -2.176865 -1.379407 -2.995352
3120.0 -1.42923 -2.499862 -1.310498 -2.046757
3130.0 -1.021852 -2.603564 -1.589971 -2.71485
3140.0 -2.054299 -2.837488 -1.53969 -1.847963
3150.0 -1.680118 -2.642807 -1.567643 -1.734066
3160.0 -1.220851 -2.468119 -1.114079 -2.134449
3170.0 -1.292936 -2.270574 -1.476821 -2.460712
3180.0 -1.377779 -2.471295 -1.444557 -2.903158
3190.0 -1.29942 -2.994121 -1.686131 3.119906
3200.0 0.265988 -2.3147 -1.386501 -1.904108
3210.0 -1.320645 -2.477732 -0.472573 -2.494673
3220.0 -1.249724 -2.660793 -1.235774 -1.99434
3230.0 -1.434512 -2.282465 -1.19317 -2.324791
3240.0 -1.049434 -2.27462 -1.18416 -2.086866
3250.0 -1.467004 -2.57329 -1.513475 -2.850447
3260.0 -0.932864 -2.012861 -1.241686 -2.571865
3270.0 -0.878218 -2.35955 -1.581154 -2.556601
3280.0 -1.216761 -1.974759 -1.244362 -2.855199
3290.0 -0.607336 -2.547208 -1.50996 3.119212
3300.0 -1.48019 -3.007366 -1.272823 -1.839747
3310.0 -0.920706 -2.497049 -1.015395 -2.523164
3320.0 -1.419402 -2.793958 -1.586152 -2.130242
3330.0 -1.830379 -2.798277 -0.903439 -2.329976
3340.0 -1.786813 -3.088182 -1.576679 -2.322117
3350.0 -1.576368 -2.504594 -1.066524 -2.015115
3360.0 -1.484045 -2.550453 -1.470025 -2.359966
3370.0 -1.294959 -2.644017 -1.20936 -1.910203
3380.0 -1.28455 -2.655558 -0.990287 -1.898925
3390.0 -1.413962 -2.86406 -1.289783 -1.895973
3400.0 -1.260198 -2.817187 -1.02 -2.036774
3410.0 -1.415301 -2.712555 -1.835389 -3.107255
3420.0 -1.012145 -2.641014 -1.272484 -1.691527
3430.0 -1.05588 -2.193318 -0.764239 -2.496586
3440.0 -0.913512 -1.98438 -1.482302 -2.798829
3450.0 -1.136178 -2.185846 -1.359796 -2.422869
3460.0 -0.837313 -2.420035 -1.479818 -1.941072
3470.0 -1.195651 -2.363733 -1.457858 3.140862
3480.0 -1.282397 -2.435743 -1.423566 -2.159259
3490.0 -1.027836 -2.632311 -0.827206 -2.46065
3500.0 -1.299537 -2.239187 -1.545774 -2.25135
3510.0 -1.439913 -2.598595 -1.73106 -2.016748
3520.0 -1.401953 -2.357464 -0.74371 -2.050186
3530.0 -1.12532 -2.268757 -1.587469 -2.688
3540.0 -0.942943 -2.121733 -1.44273 -2.726246
3550.0 -1.172857 -2.064323 -1.462326 -2.675411
3560.0 -0.992092 -2.501824 -1.319186 -2.603433
3570.0 -1.186996 -1.921139 -1.254412 -2.670665
3580.0 -1.350524 -2.234193 -1.229009 -2.285657
3590.0 -1.178111 -2.035518 -1.293691 -2.701818
3600.0 -1.118435 -1.946938 -1.936042 -2.960566
3610.0 -1.180645 -1.87544 -1.555928 -3.064649
3620.0 -1.124157 -1.833283 -0.968073 -1.815154
3630.0 -1.468929 -3.117011 -1.272736 -1.920148
3640.0 -1.416232 -2.591098 -1.104403 -2.896061
3650.0 -1.165834 -2.82244 -1.317682 -1.822614
3660.0 -1.594495 -2.476694 -0.949305 -2.546119
3670.0 -1.073515 -2.441184 -0.790273 -2.016315
3680.0 -1.645838 2.936399 -1.228635 -1.898761
3690.0 -1.301233 -2.428883 -1.601679 -2.487542
3700.0 -1.379728 -2.055339 -1.588405 -1.972616
3710.0 -1.223128 -2.061039 -1.539395 -1.701484
3720.0 -1.449783 -2.884956 -1.160655 -1.832393
3730.0 -1.311887 -1.996237 -1.217337 -1.654278
3740.0 -1.385473 -2.675173 -1.235103 -2.241564
3750.0 -1.232058 -2.48744 -1.019795 -2.120075
3760.0 -0.997149 -1.810662 -1.180058 -1.788815
3770.0 -1.194425 -2.232124 -1.124575 -1.565789
3780.0 -0.82214 -2.067774 -0.893533 -2.187095
3790.0 -1.309573 -2.452426 -1.34953 -2.007338
3800.0 -1.369652 -2.489172 -1.078161 3.06826
3810.0 -1.126599 -2.84817 -0.864213 -2.082941
3820.0 -1.218254 -2.60047 -1.240128 -2.074808
3830.0 -1.389497 -2.349269 -0.872437 -2.242132
3840.0 -1.468289 -2.956913 -0.786031 -2.096121
3850.0 -1.175639 -2.551112 -1.393117 -2.589418
3860.0 -1.296793 -2.394827 -1.807408 -2.226719
3870.0 -1.583494 -2.631964 -1.064664 -2.169898
3880.0 -0.999441 -2.220402 -1.292623 -2.077516
3890.0 -1.630494 -2.824735 -1.087617 -2.034271
3900.0 -1.525119 -3.122025 -1.541001 -2.608433
3910.0 -1.123307 -2.506567 -1.399779 -2.980985
3920.0 -0.952905 -2.460099 -1.338742 -2.39027
3930.0 -1.104253 -2.023085 -1.579616 -2.897657
3940.0 -1.27797 -2.481237 -1.501865 -2.925208
3950.0 -0.885708 -2.330335 -0.911868 -2.316505
3960.0 -1.492923 -2.137212 -1.356795 -1.664961
3970.0 -1.03684 -2.140569 -1.449117 -2.816073
3980.0 -1.226923 -2.651913 -1.382859 -1.772473
3990.0 -1.294823 -1.890583 -1.203691 -2.724025
4000.0 -1.568404 -2.942493 -1.686765 -2.810892
4010.0 -1.158948 -2.164135 -1.553142 -2.689526
4020.0 -1.334477 -2.37745 -1.770718 -2.464236
4030.0 -1.339925 -2.337315 -1.501152 2.899425
4040.0 -0.792325 -2.604531 -1.389359 -3.00495
4050.0 -1.274021 -2.569037 -1.468897 -2.483506
4060.0 -1.364486 -2.442939 -1.326296 -2.324367
4070.0 -1.117037 -2.129791 -1.129715 -1.761292
4080.0 -1.30201 -2.08749 -1.955967 -2.565908
4090.0 -1.229047 -2.498137 -1.655871 -2.69938
4100.0 -1.221923 -2.408956 -1.370288 -2.560241
4110.0 -1.171537 -2.663632 -1.647963 -2.800226
4120.0 -0.978527 -2.632954 -1.699119 -2.058755
4130.0 -1.009671 -2.08553 -1.779575 -2.145685
4140.0 -1.355511 -1.862863 -1.527764 -2.259036
4150.0 -1.126705 -2.432692 -1.273466 -2.766791
4160.0 -2.020991 -2.892519 -1.703111 3.032333
4170.0 -1.305343 -2.908559 -1.205379 -2.515903
4180.0 -1.021581 -1.997602 -1.267178 -2.442456
4190.0 -1.005223 -2.679342 -0.533041 -2.462504
4200.0 -1.122882 -2.270257 -1.155259 -2.387008
4210.0 -1.006402 -2.819677 -1.435008 -2.104564
4220.0 -1.165288 -2.577369 -1.470031 -2.637748
4230.0 -1.011979 -2.265465 -1.319088 -2.804434
4240.0 -1.674718 -2.296767 -1.742141 -2.461494
4250.0 -1.21898 -2.198117 -1.660917 -2.091153
4260.0 -1.350155 -2.179915 -1.357375 -2.925028
4270.0 -1.193073 -2.065181 -1.392113 -2.852459
4280.0 -1.411895 -2.230172 -1.569097 -2.337335
4290.0 -1.340538 -2.431999 -1.173281 -1.986317
4300.0 -1.162666 -2.359251 -1.227517 -2.051015
4310.0 -1.121981 -2.321539 -1.271771 -2.185713
4320.0 -1.316411 -2.437104 -1.526277 -3.098584
4330.0 -1.074012 -2.138334 -1.205421 -1.775469
4340.0 -1.133883 -2.7504 -0.987467 -1.982463
4350.0 -1.339531 -2.361046 -1.177343 -2.334897
4360.0 -1.110751 -2.101333 -1.463691 -2.124605
4370.0 -1.33956 -2.591332 -1.537118 -2.238534
4380.0 -1.209084 -2.515404 -1.492733 -1.954139
4390.0 -1.064565 -2.259003 -1.238583 -2.054205
4400.0 -1.21156 -2.198193 -1.374462 -1.983324
4410.0 -1.275289 -2.494969 -1.23709 -2.610817
4420.0 -1.06265 -2.29535 -1.442375 -2.940505
4430.0 -0.957178 -2.197761 -1.167949 -2.465419
4440.0 -1.24588 -2.581481 -1.289557 -2.613966
4450.0 -1.012132 -2.211716 -1.205602 -2.414374
4460.0 -1.444953 -2.353193 -1.626079 -3.057812
4470.0 -1.373992 -2.487545 -1.098011 -1.876819
4480.0 -1.008799 -1.85597 -1.329401 -3.076544
4490.0 -1.506923 -2.042734 -1.674824 -2.277534
4500.0 -1.15192 -2.283492 -1.016484 -2.288088
4510.0 -0.969354 -2.27975 -1.125429 -2.710711
4520.0 -1.159939 -2.486426 -0.960735 -1.881899
4530.0 -1.645882 -2.359646 -1.087953 -1.773065
4540.0 -1.423287 -2.812061 -1.188854 -1.862998
4550.0 -1.284747 -2.820569 -1.369785 -1.881631
4560.0 -1.44187 -2.801988 -1.532942 -2.730928
4570.0 -1.0457 -2.509356 -1.477395 -2.17202
4580.0 -1.685597 -2.399212 -1.46886 -2.563389
4590.0 -1.296492 -2.828421 -0.851916 -2.210009
4600.0 -1.168159 -2.142196 -1.215078 -2.492988
4610.0 -1.568069 -2.70366 -1.473354 -2.65775
4620.0 -1.100948 -2.395882 -1.602854 -3.010131
4630.0 -1.50431 -2.291152 -1.24698 -2.47474
4640.0 -0.996087 -2.018908 -1.326458 3.081141
4650.0 -1.633288 -2.32342 -1.285265 -2.382302
4660.0 -1.082442 -2.545606 -1.00834 -2.042606
4670.0 -1.601242 -2.402351 -1.34699 -2.011872
4680.0 -0.998391 -1.902898 -1.486216 -2.483454
4690.0 -0.68058 -2.529191 -1.4542 -1.927569
4700.0 -1.034562 -2.364895 -1.285116 -2.064139
4710.0 -1.151479 -2.624072 -1.590485 -1.658402
4720.0 -1.275396 -2.299047 -1.012473 -2.617325
4730.0 -1.30168 -2.680202 -1.080955 -1.863777
4740.0 -1.042356 -2.580377 -1.087737 -2.471018
4750.0 -0.75793 -2.528571 -1.267028 -1.940785
4760.0 -1.086485 -2.12387 -1.523096 -2.611884
4770.0 1.048988 -1.88542 -1.29601 -2.474397
4780.0 -1.204205 -1.689001 -1.354579 -2.229729
4790.0 -1.287565 -1.992939 -1.138144 -1.643698
4800.0 -1.238459 -1.855124 -1.389987 -1.613279
4810.0 -1.183379 -2.322645 -1.265769 -1.872284
4820.0 -1.083129 -2.039413 -1.171013 -1.869165
4830.0 -0.899506 -2.244883 -1.486299 -2.433435
4840.0 -1.209413 -2.534839 -1.194738 -2.005618
